ID,PROJDATE,PROJECT,CATEGORY,COUNTRY,CLIENTID,GROSSSALES,DISCOUNT,NETSALES,COSTOFSALES,GROSSINCOME,OTHERINCOME,TOTALTAXABLEINCOME,OSD40,NETTAXABLEINCOME,ATAXRATE,TAXDUE,CWHTPQ,NETTAXPAYABLE,PROFITAFTERTAX,DIVIDEND,RETAINEDEARNINGS,CSAT
1153,2019-02-26,P101153,IT08,TURKEY,C2007,102702.69,4837.02,97865.67,13227.06,84638.61,4922.75,89561.36,35824.54,53736.82,0.30,16121.04,2418.16,13702.89,37615.77,7523.15,30092.62,8.89
1154,2019-02-27,P101154,IT03,TURKEY,C2004,188933.54,2763.98,186169.56,17156.73,169012.83,711.13,169723.96,67889.58,101834.38,0.30,30550.31,4582.55,25967.77,71284.06,14256.81,57027.25,9.90
1155,2019-02-28,P101155,IT03,TURKEY,C2017,165688.19,2385.39,163302.80,26524.30,136778.50,3931.20,140709.70,56283.88,84425.82,0.30,25327.75,3799.16,21528.58,59098.07,11819.61,47278.46,7.99
1156,2019-03-01,P101156,IT07,TURKEY,C2012,130993.39,1736.04,129257.35,28406.62,100850.73,2402.32,103253.05,41301.22,61951.83,0.30,18585.55,2787.83,15797.72,43366.28,8673.26,34693.02,7.26
1157,2019-03-02,P101157,IT03,TURKEY,C2024,144743.21,1235.18,143508.03,22502.25,121005.78,4866.14,125871.92,50348.77,75523.15,0.30,22656.95,3398.54,19258.40,52866.21,10573.24,42292.97,8.45
1158,2019-03-03,P101158,IT03,TURKEY,C2003,148678.99,4269.69,144409.30,28748.55,115660.75,3450.63,119111.38,47644.55,71466.83,0.30,21440.05,3216.01,18224.04,50026.78,10005.36,40021.42,7.36
1159,2019-03-04,P101159,IT06,TURKEY,C2016,170138.35,1067.85,169070.50,17322.28,151748.22,1052.66,152800.88,61120.35,91680.53,0.30,27504.16,4125.62,23378.53,64176.37,12835.27,51341.10,9.79
1160,2019-03-05,P101160,IT06,TURKEY,C2003,123790.75,1321.91,122468.84,26820.83,95648.01,2358.83,98006.84,39202.74,58804.10,0.30,17641.23,2646.18,14995.05,41162.87,8232.57,32930.30,9.09
1161,2019-03-06,P101161,IT07,TURKEY,C2022,143115.72,4353.97,138761.75,29079.02,109682.73,2996.44,112679.17,45071.67,67607.50,0.30,20282.25,3042.34,17239.91,47325.25,9465.05,37860.20,9.83
1162,2019-03-07,P101162,IT03,SPAIN,C2023,193134.51,3148.54,189985.97,20119.59,169866.38,42.24,169908.62,67963.45,101945.17,0.30,30583.55,4587.53,25996.02,71361.62,14272.32,57089.30,7.07
1163,2019-03-08,P101163,IT07,SPAIN,C2003,109838.47,2011.45,107827.02,18337.60,89489.42,3520.19,93009.61,37203.84,55805.77,0.30,16741.73,2511.26,14230.47,39064.04,7812.81,31251.23,8.70
1164,2019-03-09,P101164,IT04,SPAIN,C2022,159416.39,2430.03,156986.36,23332.57,133653.79,445.58,134099.37,53639.75,80459.62,0.30,24137.89,3620.68,20517.20,56321.74,11264.35,45057.39,7.51
1165,2019-03-10,P101165,IT01,TURKEY,C2010,109756.90,3781.25,105975.65,15139.12,90836.53,2751.95,93588.48,37435.39,56153.09,0.30,16845.93,2526.89,14319.04,39307.16,7861.43,31445.73,7.17
1166,2019-03-11,P101166,IT01,TURKEY,C2004,142885.66,1113.99,141771.67,27191.99,114579.68,1.58,114581.26,45832.50,68748.76,0.30,20624.63,3093.69,17530.93,48124.13,9624.83,38499.30,9.49
1167,2019-03-12,P101167,IT08,TURKEY,C2013,152353.48,2741.95,149611.53,22848.14,126763.39,15.98,126779.37,50711.75,76067.62,0.30,22820.29,3423.04,19397.24,53247.34,10649.47,42597.87,7.47
1168,2019-03-13,P101168,IT08,TURKEY,C2002,148875.02,3709.36,145165.66,19855.99,125309.67,256.23,125565.90,50226.36,75339.54,0.30,22601.86,3390.28,19211.58,52737.68,10547.54,42190.14,8.77
1169,2019-03-14,P101169,IT08,TURKEY,C2011,126999.48,2542.72,124456.76,20449.94,104006.82,2449.73,106456.55,42582.62,63873.93,0.30,19162.18,2874.33,16287.85,44711.75,8942.35,35769.40,8.94
1170,2019-03-15,P101170,IT03,FRANCE,C2008,90217.34,3270.33,86947.01,12111.12,74835.89,208.84,75044.73,30017.89,45026.84,0.30,13508.05,2026.21,11481.84,31518.79,6303.76,25215.03,8.84
1171,2019-03-16,P101171,IT02,CANADA,C2018,140809.41,3044.15,137765.26,10823.30,126941.96,4097.18,131039.14,52415.66,78623.48,0.30,23587.05,3538.06,20048.99,55036.44,11007.29,44029.15,8.88
1172,2019-03-17,P101172,IT06,CANADA,C2003,156060.37,1145.82,154914.55,26743.06,128171.49,2496.42,130667.91,52267.16,78400.75,0.30,23520.22,3528.03,19992.19,54880.52,10976.10,43904.42,7.46
1173,2019-03-18,P101173,IT07,SPAIN,C2006,193705.92,4134.52,189571.40,26402.07,163169.33,859.85,164029.18,65611.67,98417.51,0.30,29525.25,4428.79,25096.46,68892.26,13778.45,55113.80,8.19
1174,2019-03-19,P101174,IT08,SPAIN,C2006,107700.16,1993.45,105706.71,25782.25,79924.46,889.47,80813.93,32325.57,48488.36,0.30,14546.51,2181.98,12364.53,33941.85,6788.37,27153.48,8.70
1175,2019-03-20,P101175,IT08,SPAIN,C2013,144786.83,2418.35,142368.48,29512.45,112856.03,1442.93,114298.96,45719.58,68579.38,0.30,20573.81,3086.07,17487.74,48005.56,9601.11,38404.45,7.17
1176,2019-03-21,P101176,IT03,SPAIN,C2015,106274.04,2770.33,103503.71,15088.44,88415.27,3533.34,91948.61,36779.44,55169.17,0.30,16550.75,2482.61,14068.14,38618.42,7723.68,30894.73,8.25
1177,2019-03-22,P101177,IT01,SPAIN,C2008,100134.52,1502.78,98631.74,28001.72,70630.02,136.54,70766.56,28306.62,42459.94,0.30,12737.98,1910.70,10827.28,29721.96,5944.39,23777.56,8.60
1178,2019-03-23,P101178,IT07,SPAIN,C2023,136505.07,3534.83,132970.24,21544.51,111425.73,2372.58,113798.31,45519.32,68278.99,0.30,20483.70,3072.55,17411.14,47795.29,9559.06,38236.23,8.40
1179,2019-03-24,P101179,IT07,GERMANY,C2025,162246.83,1868.66,160378.17,29015.73,131362.44,2459.52,133821.96,53528.78,80293.18,0.30,24087.95,3613.19,20474.76,56205.22,11241.04,44964.18,9.06
1180,2019-03-25,P101180,IT06,SPAIN,C2008,186304.08,3755.71,182548.37,22412.57,160135.80,1780.07,161915.87,64766.35,97149.52,0.30,29144.86,4371.73,24773.13,68004.67,13600.93,54403.73,8.78
1181,2019-03-26,P101181,IT05,SPAIN,C2004,116788.77,4846.96,111941.81,26520.35,85421.46,779.33,86200.79,34480.32,51720.47,0.30,15516.14,2327.42,13188.72,36204.33,7240.87,28963.47,8.77
1182,2019-03-27,P101182,IT05,SPAIN,C2008,105715.14,2289.94,103425.20,19490.23,83934.97,1189.31,85124.28,34049.71,51074.57,0.30,15322.37,2298.36,13024.01,35752.20,7150.44,28601.76,8.82
1183,2019-03-28,P101183,IT02,SPAIN,C2004,171889.91,2586.08,169303.83,27437.95,141865.88,2045.04,143910.92,57564.37,86346.55,0.30,25903.97,3885.59,22018.37,60442.59,12088.52,48354.07,7.03
1184,2019-03-29,P101184,IT05,SPAIN,C2022,111055.98,3469.94,107586.04,29337.82,78248.22,2275.40,80523.62,32209.45,48314.17,0.30,14494.25,2174.14,12320.11,33819.92,6763.98,27055.94,9.16
1185,2019-03-30,P101185,IT01,FRANCE,C2016,176862.81,2460.78,174402.03,10283.18,164118.85,4350.45,168469.30,67387.72,101081.58,0.30,30324.47,4548.67,25775.80,70757.11,14151.42,56605.68,9.13
1186,2019-03-31,P101186,IT04,GERMANY,C2022,104002.97,4366.46,99636.51,12176.11,87460.40,1407.49,88867.89,35547.16,53320.73,0.30,15996.22,2399.43,13596.79,37324.51,7464.90,29859.61,7.66
1187,2019-04-01,P101187,IT07,POLAND,C2006,191472.55,1121.71,190350.84,17082.99,173267.85,679.58,173947.43,69578.97,104368.46,0.30,31310.54,4696.58,26613.96,73057.92,14611.58,58446.34,8.93
1188,2019-04-02,P101188,IT08,CANADA,C2013,96776.68,1936.11,94840.57,18842.56,75998.01,2000.84,77998.85,31199.54,46799.31,0.30,14039.79,2105.97,11933.82,32759.52,6551.90,26207.61,9.64
1189,2019-04-03,P101189,IT01,FRANCE,C2023,141818.68,1737.89,140080.79,24828.51,115252.28,3266.71,118518.99,47407.60,71111.39,0.30,21333.42,3200.01,18133.41,49777.98,9955.60,39822.38,7.97
1190,2019-04-04,P101190,IT03,CANADA,C2004,153208.38,4294.03,148914.35,25534.58,123379.77,2787.58,126167.35,50466.94,75700.41,0.30,22710.12,3406.52,19303.60,52990.29,10598.06,42392.23,7.02
1191,2019-04-05,P101191,IT01,CANADA,C2001,123777.93,4633.59,119144.34,12240.07,106904.27,1958.09,108862.36,43544.94,65317.42,0.30,19595.22,2939.28,16655.94,45722.19,9144.44,36577.75,9.27
1192,2019-04-06,P101192,IT05,POLAND,C2019,166077.55,1785.29,164292.26,19890.26,144402.00,537.78,144939.78,57975.91,86963.87,0.30,26089.16,3913.37,22175.79,60874.71,12174.94,48699.77,7.12
1193,2019-04-07,P101193,IT08,POLAND,C2001,152348.07,2886.72,149461.35,21187.78,128273.57,390.38,128663.95,51465.58,77198.37,0.30,23159.51,3473.93,19685.58,54038.86,10807.77,43231.09,8.69
1194,2019-04-08,P101194,IT01,POLAND,C2007,124412.77,4289.34,120123.43,15805.34,104318.09,4845.47,109163.56,43665.42,65498.14,0.30,19649.44,2947.42,16702.02,45848.70,9169.74,36678.96,8.27
1195,2019-04-09,P101195,IT02,GERMANY,C2011,180844.65,4868.96,175975.69,13288.30,162687.39,870.34,163557.73,65423.09,98134.64,0.30,29440.39,4416.06,25024.33,68694.25,13738.85,54955.40,9.22
1196,2019-04-10,P101196,IT08,GERMANY,C2017,193697.32,3294.86,190402.46,23817.11,166585.35,4109.84,170695.19,68278.08,102417.11,0.30,30725.13,4608.77,26116.36,71691.98,14338.40,57353.58,8.07
1197,2019-04-11,P101197,IT03,CANADA,C2002,151357.86,1315.68,150042.18,12019.64,138022.54,3737.42,141759.96,56703.98,85055.98,0.30,25516.79,3827.52,21689.27,59539.18,11907.84,47631.35,7.37
1198,2019-04-12,P101198,IT08,FRANCE,C2002,175030.50,1829.93,173200.57,29887.57,143313.00,537.03,143850.03,57540.01,86310.02,0.30,25893.01,3883.95,22009.05,60417.01,12083.40,48333.61,9.41
1199,2019-04-13,P101199,IT07,CANADA,C2009,118395.12,4510.27,113884.85,22544.92,91339.93,844.01,92183.94,36873.58,55310.36,0.30,16593.11,2488.97,14104.14,38717.25,7743.45,30973.80,8.68
1200,2019-04-14,P101200,IT04,CANADA,C2010,146000.05,2138.80,143861.25,14984.32,128876.93,4947.21,133824.14,53529.66,80294.48,0.30,24088.35,3613.25,20475.09,56206.14,11241.23,44964.91,7.12
1201,2019-04-15,P101201,IT07,SPAIN,C2020,117784.93,4976.98,112807.95,16983.83,95824.12,2320.07,98144.19,39257.68,58886.51,0.30,17665.95,2649.89,15016.06,41220.56,8244.11,32976.45,7.77
1202,2019-04-16,P101202,IT01,SPAIN,C2018,142406.22,2020.40,140385.82,13417.73,126968.09,1628.89,128596.98,51438.79,77158.19,0.30,23147.46,3472.12,19675.34,54010.73,10802.15,43208.59,8.26
1203,2019-04-17,P101203,IT04,SPAIN,C2021,179873.81,2025.28,177848.53,29173.53,148675.00,1963.14,150638.14,60255.26,90382.88,0.30,27114.87,4067.23,23047.64,63268.02,12653.60,50614.42,8.35
1204,2019-04-18,P101204,IT04,SPAIN,C2021,124049.58,2674.39,121375.19,11632.45,109742.74,1484.43,111227.17,44490.87,66736.30,0.30,20020.89,3003.13,17017.76,46715.41,9343.08,37372.33,8.39
1205,2019-04-19,P101205,IT07,SPAIN,C2005,162644.32,2585.34,160058.98,21333.61,138725.37,4866.23,143591.60,57436.64,86154.96,0.30,25846.49,3876.97,21969.51,60308.47,12061.69,48246.78,9.23
1206,2019-04-20,P101206,IT01,SPAIN,C2013,95873.79,3849.98,92023.81,16262.58,75761.23,28.09,75789.32,30315.73,45473.59,0.30,13642.08,2046.31,11595.77,31831.51,6366.30,25465.21,7.80
1207,2019-04-21,P101207,IT02,GERMANY,C2015,147584.79,1694.47,145890.32,12322.30,133568.02,431.11,133999.13,53599.65,80399.48,0.30,24119.84,3617.98,20501.87,56279.63,11255.93,45023.71,7.87
1208,2019-04-22,P101208,IT06,SPAIN,C2013,129489.59,2338.20,127151.39,29963.30,97188.09,4202.87,101390.96,40556.38,60834.58,0.30,18250.37,2737.56,15512.82,42584.20,8516.84,34067.36,9.06
1209,2019-04-23,P101209,IT01,SPAIN,C2011,159694.38,1497.55,158196.83,24416.27,133780.56,3097.22,136877.78,54751.11,82126.67,0.30,24638.00,3695.70,20942.30,57488.67,11497.73,45990.93,8.20
1210,2019-04-24,P101210,IT04,SPAIN,C2020,167451.17,2184.40,165266.77,11391.97,153874.80,3871.42,157746.22,63098.49,94647.73,0.30,28394.32,4259.15,24135.17,66253.41,13250.68,53002.73,8.99
1211,2019-04-25,P101211,IT08,SPAIN,C2009,107233.73,4620.32,102613.41,26751.80,75861.61,3111.55,78973.16,31589.26,47383.90,0.30,14215.17,2132.28,12082.89,33168.73,6633.75,26534.98,9.28
1212,2019-04-26,P101212,IT08,SPAIN,C2005,119240.58,2919.17,116321.41,29436.29,86885.12,202.39,87087.51,34835.00,52252.51,0.30,15675.75,2351.36,13324.39,36576.75,7315.35,29261.40,8.30
1213,2019-04-27,P101213,IT08,TURKEY,C2006,145286.50,2312.76,142973.74,21233.26,121740.48,2286.17,124026.65,49610.66,74415.99,0.30,22324.80,3348.72,18976.08,52091.19,10418.24,41672.95,7.88
1214,2019-04-28,P101214,IT06,TURKEY,C2021,152683.04,3562.93,149120.11,19400.55,129719.56,3577.31,133296.87,53318.75,79978.12,0.30,23993.44,3599.02,20394.42,55984.69,11196.94,44787.75,8.98
1215,2019-04-29,P101215,IT07,TURKEY,C2001,150844.28,1092.85,149751.43,28903.35,120848.08,2165.94,123014.02,49205.61,73808.41,0.30,22142.52,3321.38,18821.15,51665.89,10333.18,41332.71,9.10
1216,2019-04-30,P101216,IT07,TURKEY,C2017,154277.25,3048.04,151229.21,12861.21,138368.00,4118.22,142486.22,56994.49,85491.73,0.30,25647.52,3847.13,21800.39,59844.21,11968.84,47875.37,8.05
1217,2019-05-01,P101217,IT05,TURKEY,C2016,152461.22,2204.91,150256.31,25672.45,124583.86,3155.39,127739.25,51095.70,76643.55,0.30,22993.07,3448.96,19544.11,53650.49,10730.10,42920.39,7.87
1218,2019-05-02,P101218,IT08,TURKEY,C2012,161065.16,1773.21,159291.95,24558.83,134733.12,1784.13,136517.25,54606.90,81910.35,0.30,24573.11,3685.97,20887.14,57337.25,11467.45,45869.80,7.39
1219,2019-05-03,P101219,IT01,TURKEY,C2009,98304.96,4233.15,94071.81,11587.60,82484.21,910.36,83394.57,33357.83,50036.74,0.30,15011.02,2251.65,12759.37,35025.72,7005.14,28020.58,9.84
1220,2019-05-04,P101220,IT07,TURKEY,C2012,95327.64,3634.44,91693.20,12215.98,79477.22,2226.89,81704.11,32681.64,49022.47,0.30,14706.74,2206.01,12500.73,34315.73,6863.15,27452.58,9.83
1221,2019-05-05,P101221,IT06,TURKEY,C2016,92485.68,1684.79,90800.89,15738.45,75062.44,2727.08,77789.52,31115.81,46673.71,0.30,14002.11,2100.32,11901.80,32671.60,6534.32,26137.28,9.53
1222,2019-05-06,P101222,IT02,TURKEY,C2007,150239.91,4103.84,146136.07,27027.22,119108.85,3015.62,122124.47,48849.79,73274.68,0.30,21982.40,3297.36,18685.04,51292.28,10258.46,41033.82,8.17
1223,2019-05-07,P101223,IT08,TURKEY,C2016,103028.63,4786.20,98242.43,29146.06,69096.37,2943.45,72039.82,28815.93,43223.89,0.30,12967.17,1945.08,11022.09,30256.72,6051.34,24205.38,8.15
1224,2019-05-08,P101224,IT02,SPAIN,C2024,184060.86,4886.76,179174.10,15264.64,163909.46,4189.42,168098.88,67239.55,100859.33,0.30,30257.80,4538.67,25719.13,70601.53,14120.31,56481.22,8.44
1225,2019-05-09,P101225,IT08,SPAIN,C2011,193348.74,4547.65,188801.09,19271.36,169529.73,4289.78,173819.51,69527.80,104291.71,0.30,31287.51,4693.13,26594.39,73004.19,14600.84,58403.36,7.17
1226,2019-05-10,P101226,IT02,SPAIN,C2015,103231.68,3350.16,99881.52,12399.47,87482.05,1673.93,89155.98,35662.39,53493.59,0.30,16048.08,2407.21,13640.86,37445.51,7489.10,29956.41,7.73
1227,2019-05-11,P101227,IT07,TURKEY,C2023,174830.19,2516.24,172313.95,10342.24,161971.71,38.72,162010.43,64804.17,97206.26,0.30,29161.88,4374.28,24787.60,68044.38,13608.88,54435.50,9.28
1228,2019-05-12,P101228,IT04,TURKEY,C2020,163903.95,1215.08,162688.87,13674.87,149014.00,785.39,149799.39,59919.76,89879.63,0.30,26963.89,4044.58,22919.31,62915.74,12583.15,50332.60,7.78
1229,2019-05-13,P101229,IT08,TURKEY,C2019,103881.28,3987.62,99893.66,23119.51,76774.15,2797.33,79571.48,31828.59,47742.89,0.30,14322.87,2148.43,12174.44,33420.02,6684.00,26736.02,9.26
1230,2019-05-14,P101230,IT03,TURKEY,C2007,111775.30,3891.90,107883.40,10137.61,97745.79,4369.70,102115.49,40846.20,61269.29,0.30,18380.79,2757.12,15623.67,42888.51,8577.70,34310.80,7.11
1231,2019-05-15,P101231,IT08,TURKEY,C2020,94847.68,1533.68,93314.00,29112.60,64201.40,3006.72,67208.12,26883.25,40324.87,0.30,12097.46,1814.62,10282.84,28227.41,5645.48,22581.93,8.72
1232,2019-05-16,P101232,IT03,FRANCE,C2022,130056.64,3106.73,126949.91,10793.21,116156.70,2513.30,118670.00,47468.00,71202.00,0.30,21360.60,3204.09,18156.51,49841.40,9968.28,39873.12,8.09
1233,2019-05-17,P101233,IT01,CANADA,C2003,142617.72,1785.42,140832.30,14759.01,126073.29,1091.16,127164.45,50865.78,76298.67,0.30,22889.60,3433.44,19456.16,53409.07,10681.81,42727.26,7.32
1234,2019-05-18,P101234,IT03,CANADA,C2019,181884.25,4750.25,177134.00,29140.45,147993.55,4725.52,152719.07,61087.63,91631.44,0.30,27489.43,4123.41,23366.02,64142.01,12828.40,51313.61,8.88
1235,2019-05-19,P101235,IT04,SPAIN,C2002,181915.35,4815.16,177100.19,15232.62,161867.57,4176.11,166043.68,66417.47,99626.21,0.30,29887.86,4483.18,25404.68,69738.35,13947.67,55790.68,7.61
1236,2019-05-20,P101236,IT01,SPAIN,C2015,146628.09,4929.76,141698.33,10376.57,131321.76,2997.94,134319.70,53727.88,80591.82,0.30,24177.55,3626.63,20550.91,56414.27,11282.85,45131.42,8.77
1237,2019-05-21,P101237,IT04,SPAIN,C2021,93476.01,1369.52,92106.49,24545.83,67560.66,4030.44,71591.10,28636.44,42954.66,0.30,12886.40,1932.96,10953.44,30068.26,6013.65,24054.61,8.19
1238,2019-05-22,P101238,IT07,SPAIN,C2025,103321.79,2920.54,100401.25,24554.28,75846.97,4687.13,80534.10,32213.64,48320.46,0.30,14496.14,2174.42,12321.72,33824.32,6764.86,27059.46,9.59
1239,2019-05-23,P101239,IT06,SPAIN,C2016,191271.44,4804.10,186467.34,17209.26,169258.08,2227.78,171485.86,68594.34,102891.52,0.30,30867.45,4630.12,26237.34,72024.06,14404.81,57619.25,7.21
1240,2019-05-24,P101240,IT08,SPAIN,C2021,95200.67,4419.42,90781.25,13716.63,77064.62,3659.26,80723.88,32289.55,48434.33,0.30,14530.30,2179.54,12350.75,33904.03,6780.81,27123.22,9.08
1241,2019-05-25,P101241,IT05,GERMANY,C2018,182613.73,4139.10,178474.63,27466.46,151008.17,4797.65,155805.82,62322.33,93483.49,0.30,28045.05,4206.76,23838.29,65438.44,13087.69,52350.76,8.73
1242,2019-05-26,P101242,IT03,SPAIN,C2009,141924.33,2506.07,139418.26,23464.45,115953.81,2459.96,118413.77,47365.51,71048.26,0.30,21314.48,3197.17,18117.31,49733.78,9946.76,39787.03,9.65
1243,2019-05-27,P101243,IT06,SPAIN,C2018,124263.52,4939.71,119323.81,26075.11,93248.70,2653.53,95902.23,38360.89,57541.34,0.30,17262.40,2589.36,14673.04,40278.94,8055.79,32223.15,9.15
1244,2019-05-28,P101244,IT02,SPAIN,C2002,107264.50,3224.95,104039.55,28918.32,75121.23,2085.38,77206.61,30882.64,46323.97,0.30,13897.19,2084.58,11812.61,32426.78,6485.36,25941.42,9.12
1245,2019-05-29,P101245,IT02,SPAIN,C2014,172644.13,4085.26,168558.87,28976.66,139582.21,1361.40,140943.61,56377.44,84566.17,0.30,25369.85,3805.48,21564.37,59196.32,11839.26,47357.05,9.15
1246,2019-05-30,P101246,IT03,SPAIN,C2016,176632.68,3765.98,172866.70,24447.43,148419.27,747.55,149166.82,59666.73,89500.09,0.30,26850.03,4027.50,22822.52,62650.06,12530.01,50120.05,7.49
1247,2019-05-31,P101247,IT08,FRANCE,C2018,125822.21,1000.27,124821.94,19625.85,105196.09,2722.40,107918.49,43167.40,64751.09,0.30,19425.33,2913.80,16511.53,45325.77,9065.15,36260.61,7.38
1248,2019-06-01,P101248,IT02,GERMANY,C2022,186644.04,4264.74,182379.30,17971.19,164408.11,2542.67,166950.78,66780.31,100170.47,0.30,30051.14,4507.67,25543.47,70119.33,14023.87,56095.46,9.04
1249,2019-06-02,P101249,IT06,POLAND,C2019,159946.69,4069.40,155877.29,28018.95,127858.34,1941.81,129800.15,51920.06,77880.09,0.30,23364.03,3504.60,19859.42,54516.06,10903.21,43612.85,7.60
1250,2019-06-03,P101250,IT07,CANADA,C2008,133026.84,1098.37,131928.47,21745.07,110183.40,1046.77,111230.17,44492.07,66738.10,0.30,20021.43,3003.21,17018.22,46716.67,9343.33,37373.34,8.73
1251,2019-06-04,P101251,IT05,FRANCE,C2016,159584.82,1511.48,158073.34,29701.63,128371.71,179.66,128551.37,51420.55,77130.82,0.30,23139.25,3470.89,19668.36,53991.58,10798.32,43193.26,7.97
1252,2019-06-05,P101252,IT02,CANADA,C2005,153789.22,1842.32,151946.90,25815.30,126131.60,4370.69,130502.29,52200.92,78301.37,0.30,23490.41,3523.56,19966.85,54810.96,10962.19,43848.77,9.07
1253,2019-06-06,P101253,IT08,CANADA,C2024,92041.77,2422.79,89618.98,18447.38,71171.60,1941.36,73112.96,29245.18,43867.78,0.30,13160.33,1974.05,11186.28,30707.44,6141.49,24565.95,8.51
1254,2019-06-07,P101254,IT04,POLAND,C2015,120189.85,1953.50,118236.35,27346.07,90890.28,634.97,91525.25,36610.10,54915.15,0.30,16474.55,2471.18,14003.36,38440.61,7688.12,30752.48,9.45
1255,2019-06-08,P101255,IT07,POLAND,C2005,149003.74,2715.26,146288.48,24490.72,121797.76,1396.54,123194.30,49277.72,73916.58,0.30,22174.97,3326.25,18848.73,51741.61,10348.32,41393.28,7.70
1256,2019-06-09,P101256,IT08,POLAND,C2020,102006.04,4644.79,97361.25,19647.43,77713.82,484.40,78198.22,31279.29,46918.93,0.30,14075.68,2111.35,11964.33,32843.25,6568.65,26274.60,7.02
1257,2019-06-10,P101257,IT02,GERMANY,C2018,124170.06,2145.74,122024.32,22012.61,100011.71,2082.22,102093.93,40837.57,61256.36,0.30,18376.91,2756.54,15620.37,42879.45,8575.89,34303.56,8.60
1258,2019-06-11,P101258,IT05,GERMANY,C2007,172260.33,1824.74,170435.59,20151.17,150284.42,2244.32,152528.74,61011.50,91517.24,0.30,27455.17,4118.28,23336.90,64062.07,12812.41,51249.66,8.41
1259,2019-06-12,P101259,IT07,CANADA,C2014,124104.59,4032.20,120072.39,19553.43,100518.96,2154.35,102673.31,41069.32,61603.99,0.30,18481.20,2772.18,15709.02,43122.79,8624.56,34498.23,7.92
1260,2019-06-13,P101260,IT04,FRANCE,C2006,140610.18,1267.66,139342.52,11034.50,128308.02,577.27,128885.29,51554.12,77331.17,0.30,23199.35,3479.90,19719.45,54131.82,10826.36,43305.46,8.82
1261,2019-06-14,P101261,IT06,CANADA,C2001,179269.16,4584.54,174684.62,16564.86,158119.76,1454.49,159574.25,63829.70,95744.55,0.30,28723.37,4308.50,24414.86,67021.19,13404.24,53616.95,7.17
1262,2019-06-15,P101262,IT04,CANADA,C2020,181303.64,2633.32,178670.32,14382.93,164287.39,780.39,165067.78,66027.11,99040.67,0.30,29712.20,4456.83,25255.37,69328.47,13865.69,55462.77,8.90
1263,2019-06-16,P101263,IT04,SPAIN,C2015,133311.48,2276.55,131034.93,24000.11,107034.82,232.47,107267.29,42906.92,64360.37,0.30,19308.11,2896.22,16411.90,45052.26,9010.45,36041.81,8.96
1264,2019-06-17,P101264,IT01,SPAIN,C2015,97771.06,2575.77,95195.29,14113.13,81082.16,250.37,81332.53,32533.01,48799.52,0.30,14639.86,2195.98,12443.88,34159.66,6831.93,27327.73,9.72
1265,2019-06-18,P101265,IT05,SPAIN,C2019,101284.21,4141.89,97142.32,21615.68,75526.64,891.82,76418.46,30567.38,45851.08,0.30,13755.32,2063.30,11692.02,32095.75,6419.15,25676.60,7.43
1266,2019-06-19,P101266,IT01,SPAIN,C2023,98498.04,3142.85,95355.19,11788.28,83566.91,2073.18,85640.09,34256.04,51384.05,0.30,15415.22,2312.28,13102.93,35968.84,7193.77,28775.07,9.21
1267,2019-06-20,P101267,IT04,SPAIN,C2025,192568.19,2401.84,190166.35,28323.75,161842.60,1251.87,163094.47,65237.79,97856.68,0.30,29357.00,4403.55,24953.45,68499.68,13699.94,54799.74,7.63
1268,2019-06-21,P101268,IT06,SPAIN,C2024,134475.66,1956.67,132518.99,25249.03,107269.96,3272.51,110542.47,44216.99,66325.48,0.30,19897.64,2984.65,16913.00,46427.84,9285.57,37142.27,9.81
1269,2019-06-22,P101269,IT07,GERMANY,C2001,118913.72,3889.52,115024.20,27657.11,87367.09,3821.39,91188.48,36475.39,54713.09,0.30,16413.93,2462.09,13951.84,38299.16,7659.83,30639.33,9.15
1270,2019-06-23,P101270,IT08,SPAIN,C2003,151009.04,4815.44,146193.60,26276.80,119916.80,2123.91,122040.71,48816.28,73224.43,0.30,21967.33,3295.10,18672.23,51257.10,10251.42,41005.68,8.50
1271,2019-06-24,P101271,IT04,SPAIN,C2017,157546.90,1937.03,155609.87,14220.19,141389.68,4010.50,145400.18,58160.07,87240.11,0.30,26172.03,3925.80,22246.23,61068.08,12213.62,48854.46,7.27
1272,2019-06-25,P101272,IT06,SPAIN,C2025,176939.59,3120.13,173819.46,22406.36,151413.10,1039.27,152452.37,60980.95,91471.42,0.30,27441.43,4116.21,23325.21,64030.00,12806.00,51224.00,7.72
1273,2019-06-26,P101273,IT01,SPAIN,C2009,178723.16,3857.58,174865.58,14985.58,159880.00,1629.85,161509.85,64603.94,96905.91,0.30,29071.77,4360.77,24711.01,67834.14,13566.83,54267.31,7.26
1274,2019-06-27,P101274,IT01,SPAIN,C2020,147481.27,2583.26,144898.01,19283.98,125614.03,4318.47,129932.50,51973.00,77959.50,0.30,23387.85,3508.18,19879.67,54571.65,10914.33,43657.32,9.88
1275,2019-06-28,P101275,IT02,TURKEY,C2016,99305.33,2902.62,96402.71,24177.37,72225.34,4476.86,76702.20,30680.88,46021.32,0.30,13806.40,2070.96,11735.44,32214.92,6442.98,25771.94,8.10
1276,2019-06-29,P101276,IT02,TURKEY,C2004,129102.39,1661.36,127441.03,29490.41,97950.62,4084.57,102035.19,40814.08,61221.11,0.30,18366.33,2754.95,15611.38,42854.78,8570.96,34283.82,7.69
